Time;Command;AffectedRows;ElapsedTime
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;104
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;106
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;91
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;88
2018.03.15_22:30:31;Egyedi: SELECT * FROM Tanulok;-1;111
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;88
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;128
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;91
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:32;Egyedi: SELECT * FROM Tanulok;-1;100
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;112
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;114
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;95
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;88
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;88
2018.03.15_22:30:33;Egyedi: SELECT * FROM Tanulok;-1;115
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;102
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;88
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;113
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;95
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:34;Egyedi: SELECT * FROM Tanulok;-1;94
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;111
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;102
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;91
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;88
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;112
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;91
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;101
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;88
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:35;Egyedi: SELECT * FROM Tanulok;-1;103
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;92
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;99
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;88
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;108
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;96
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;93
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;107
2018.03.15_22:30:36;Egyedi: SELECT * FROM Tanulok;-1;107
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;100
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;89
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;92
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;117
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;93
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;92
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.15_22:30:37;Egyedi: SELECT * FROM Tanulok;-1;99
2018.03.15_22:30:38;Egyedi: SELECT * FROM Tanulok;-1;109
2018.03.15_22:30:38;Egyedi: SELECT * FROM Tanulok;-1;88
2018.03.15_22:30:38;Egyedi: SELECT * FROM Tanulok;-1;92
2018.03.15_22:30:38;Egyedi: SELECT * FROM Tanulok;-1;90
2018.03.20_01:15:09;DML_INSERT;1;4
2018.03.20_01:17:01;DML_INSERT;1;0
2018.03.20_01:22:00;DML_INSERT;1;4
2018.03.20_01:29:17;DML_INSERT;1;3
2018.03.20_01:30:51;DML_INSERT;1;5
2018.03.20_01:32:06;DML_INSERT;1;4
2018.03.20_01:36:33;DML_INSERT;1;4
2018.03.20_01:37:11;DML_INSERT;1;4
2018.03.20_01:37:22;DML_INSERT;1;4
2018.03.20_23:33:17;DML_INSERT;1;11
2018.03.21_00:45:02;DELETE;1;1
2018.03.21_00:45:07;LOAD_DATA;100000;353
2018.03.21_00:55:14;DML_INSERT;1;16592
2018.03.21_20:18:06;DML_INSERT;1;14502
2018.03.21_20:18:37;LOAD_DATA;100000;389
2018.03.26_23:18:29;SELECT *;-1;491
