Time;Command;AffectedRows;ElapsedTime
2018.03.27_00:49:35;DML_INSERT;100000;39202
2018.03.29_23:45:45;DML_INSERT;100000;39739
2018.03.29_23:46:33;DML_DELETE;100000;108
2018.03.29_23:47:37;DML_INSERT;100000;38940
2018.03.29_23:47:49;DML_DELETE;100000;499
2018.03.29_23:47:53;DML_DELETE;0;10
2018.03.29_23:51:55;DML_INSERT;100000;38909
2018.03.29_23:55:43;DML_SELECT;-1;120
2018.03.29_23:58:00;DML_UPDATE;100000;1127
2018.03.29_23:58:07;DML_UPDATE;100000;754
2018.04.01_15:17:13;DML_DELETE;100000;1409
2018.04.01_19:10:50;DML_INSERT;100000;38267
2018.04.01_19:11:02;DML_SELECT;-1;184
2018.04.01_19:11:05;DML_UPDATE;100000;781
2018.04.01_19:17:05;DML_SELECT;-1;101
2018.04.01_19:19:00;Egyedi: SELECT * FROM szakdoga."Tanulok";-1;108
2018.04.01_19:20:47;DML_DELETE;100000;554
2018.04.02_10:47:08;DML_SELECT;-1;906
2018.04.02_10:47:16;DML_UPDATE;0;38
2018.04.02_10:47:23;DML_UPDATE;0;0
2018.04.02_10:47:25;DML_UPDATE;0;0
2018.04.02_10:47:28;DML_UPDATE;0;4
2018.04.02_10:47:29;DML_UPDATE;0;0
2018.04.02_10:47:32;DML_SELECT;-1;0
2018.04.02_10:47:34;DML_SELECT;-1;0
2018.04.02_10:47:48;DML_DELETE;0;0
2018.04.02_10:48:32;DML_INSERT;100000;1021
2018.04.02_10:49:54;DML_SELECT;-1;134
2018.04.02_10:49:59;DML_UPDATE;100000;72
2018.04.02_10:53:04;DML_UPDATE;100000;576
2018.04.02_10:53:07;DML_UPDATE;100000;295
2018.04.02_10:53:09;DML_UPDATE;100000;674
2018.04.02_10:53:11;DML_UPDATE;100000;879
2018.04.02_10:53:12;DML_UPDATE;100000;489
2018.04.02_10:53:14;DML_UPDATE;100000;230
2018.04.02_10:53:16;DML_UPDATE;100000;759
2018.04.08_20:32:03;DML_DELETE;100000;1579
2018.04.08_20:32:44;DML_INSERT;100000;37464
2018.04.08_20:44:25;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1734
2018.04.08_20:44:27;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1754
2018.04.08_20:44:29;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1893
2018.04.08_20:44:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1811
2018.04.08_20:44:32;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1823
2018.04.08_20:44:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1660
2018.04.08_20:44:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1646
2018.04.08_20:44:37;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1739
2018.04.08_20:44:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1682
2018.04.08_20:44:41;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1721
2018.04.08_20:44:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1817
2018.04.08_20:44:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1887
2018.04.08_20:44:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1806
2018.04.08_20:44:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2044
2018.04.08_20:44:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1860
2018.04.08_20:44:53;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3192
2018.04.08_20:44:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2838
2018.04.08_20:44:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3030
2018.04.08_20:45:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2821
2018.04.08_20:45:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1922
2018.04.08_20:45:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1994
2018.04.08_20:45:13;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;7413
2018.04.08_20:45:16;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2992
2018.04.08_20:45:20;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3247
2018.04.08_20:45:22;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1880
2018.04.08_20:45:24;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1990
2018.04.08_20:45:27;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3080
2018.04.08_20:45:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1828
2018.04.08_20:45:30;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1772
2018.04.08_20:45:32;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1892
2018.04.08_20:45:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1773
2018.04.08_20:45:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1866
2018.04.08_20:45:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1897
2018.04.08_20:45:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1808
2018.04.08_20:45:41;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1832
2018.04.08_20:45:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1837
2018.04.08_20:45:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2138
2018.04.08_20:45:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1817
2018.04.08_20:45:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1840
2018.04.08_20:45:51;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2296
2018.04.08_20:45:53;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2022
2018.04.08_20:45:55;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1953
2018.04.08_20:45:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3281
2018.04.08_20:46:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3118
2018.04.08_20:46:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3070
2018.04.08_20:46:07;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2760
2018.04.08_20:46:09;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1870
2018.04.08_20:46:12;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3098
2018.04.08_20:46:15;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3060
2018.04.08_20:46:19;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3238
2018.04.08_20:46:22;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3162
2018.04.08_20:46:24;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1861
2018.04.08_20:46:26;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2066
2018.04.08_20:46:29;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3209
2018.04.08_20:46:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1992
2018.04.08_20:46:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2056
2018.04.08_20:46:35;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1808
2018.04.08_20:46:37;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1826
2018.04.08_20:46:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1825
2018.04.08_20:46:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1853
2018.04.08_20:46:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1889
2018.04.08_20:46:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1835
2018.04.08_20:46:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2021
2018.04.08_20:46:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1970
2018.04.08_20:46:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1893
2018.04.08_20:46:52;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2056
2018.04.08_20:46:54;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1874
2018.04.08_20:46:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2245
2018.04.08_20:46:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3124
2018.04.08_20:47:07;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;7958
2018.04.08_20:47:11;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3362
2018.04.08_20:47:14;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3498
2018.04.08_20:47:16;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1949
2018.04.08_20:47:18;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2297
2018.04.08_20:47:20;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1841
2018.04.08_20:47:22;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1981
2018.04.08_20:47:24;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1889
2018.04.08_20:47:26;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1941
2018.04.08_20:47:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2016
2018.04.08_20:47:30;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1971
2018.04.08_20:47:32;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1993
2018.04.08_20:47:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1832
2018.04.08_20:47:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2130
2018.04.08_20:47:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2009
2018.04.08_20:47:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1975
2018.04.08_20:47:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2027
2018.04.08_20:47:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1894
2018.04.08_20:47:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1889
2018.04.08_20:47:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;1929
2018.04.08_20:47:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2045
2018.04.08_20:47:52;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2436
2018.04.08_20:47:54;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2157
2018.04.08_20:47:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2170
2018.04.08_20:47:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2137
2018.04.08_20:48:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2269
2018.04.08_20:48:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3546
2018.04.08_20:48:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3397
2018.04.08_20:48:10;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2262
2018.04.08_20:48:12;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2073
2018.04.08_20:48:15;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3084
2018.04.08_20:48:18;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3127
2018.04.08_20:48:21;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3000
2018.04.08_20:48:24;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2178
2018.04.08_20:48:26;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2478
2018.04.08_20:48:29;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2912
2018.04.08_20:48:32;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3486
2018.04.08_20:48:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3244
2018.04.08_20:48:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2096
2018.04.08_20:48:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2060
2018.04.08_20:48:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;4037
2018.04.08_20:48:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2105
2018.04.08_20:48:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2425
2018.04.08_20:48:51;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2484
2018.04.08_20:48:54;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2721
2018.04.08_20:48:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2664
2018.04.08_20:48:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2180
2018.04.08_20:49:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2264
2018.04.08_20:49:03;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2514
2018.04.08_20:49:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2889
2018.04.08_20:49:20;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;14028
2018.04.08_20:49:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;7867
2018.04.08_20:49:30;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2120
2018.04.08_20:49:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2335
2018.04.08_20:49:35;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2107
2018.04.08_20:49:37;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2762
2018.04.08_20:49:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2293
2018.04.08_20:49:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2378
2018.04.08_20:49:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2231
2018.04.08_20:49:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2231
2018.04.08_20:49:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3315
2018.04.08_20:49:52;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2518
2018.04.08_20:49:55;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2143
2018.04.08_20:49:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2521
2018.04.08_20:50:00;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2663
2018.04.08_20:50:03;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3010
2018.04.08_20:50:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2038
2018.04.08_20:50:07;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2174
2018.04.08_20:50:09;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2098
2018.04.08_20:50:11;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2285
2018.04.08_20:50:14;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;2389
2018.04.08_20:50:17;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3432
2018.04.08_20:50:21;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3633
2018.04.08_20:50:24;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3484
2018.04.08_20:50:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3455
2018.04.08_20:50:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3161
2018.04.08_20:50:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3393
2018.04.08_20:50:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3612
2018.04.08_20:50:41;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3305
2018.04.08_20:50:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3240
2018.04.08_20:50:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3581
2018.04.08_20:50:52;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3666
2018.04.08_20:50:55;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3524
2018.04.08_20:50:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3383
2018.04.08_20:51:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3660
2018.04.08_20:51:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;3478
2018.04.08_20:51:15;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;100000;8941
