Time;Command;AffectedRows;ElapsedTime
2018.04.02_10:36:18;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;560
2018.04.02_10:36:18;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;452
2018.04.02_10:36:19;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;472
2018.04.02_10:36:19;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;483
2018.04.02_10:36:19;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;429
2018.04.02_10:36:20;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;450
2018.04.02_10:36:20;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;532
2018.04.02_10:36:21;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;419
2018.04.02_10:36:21;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;529
2018.04.02_10:36:22;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;473
2018.04.02_10:36:22;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;422
2018.04.02_10:36:23;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;493
2018.04.02_10:36:23;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;554
2018.04.02_10:36:24;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;452
2018.04.02_10:36:24;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;430
2018.04.02_10:36:25;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;465
2018.04.02_10:36:25;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;485
2018.04.02_10:36:26;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;485
2018.04.02_10:36:26;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;535
2018.04.02_10:36:27;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;411
2018.04.02_10:36:27;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;404
2018.04.02_10:36:28;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;536
2018.04.02_10:36:28;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;459
2018.04.02_10:36:28;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;429
2018.04.02_10:36:29;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;482
2018.04.02_10:36:29;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;474
2018.04.02_10:36:30;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;411
2018.04.02_10:36:30;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;477
2018.04.02_10:36:31;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;475
2018.04.02_10:36:31;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;480
2018.04.02_10:36:32;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;436
2018.04.02_10:36:32;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;475
2018.04.02_10:36:33;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;428
2018.04.02_10:36:33;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;471
2018.04.02_10:36:34;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;484
2018.04.02_10:36:34;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;442
2018.04.02_10:36:34;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;461
2018.04.02_10:36:35;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;486
2018.04.02_10:36:35;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;410
2018.04.02_10:36:36;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;605
2018.04.02_10:36:37;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;583
2018.04.02_10:36:37;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;445
2018.04.02_10:36:37;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;440
2018.04.02_10:36:38;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;522
2018.04.02_10:36:38;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;466
2018.04.02_10:36:39;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;422
2018.04.02_10:36:39;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;556
2018.04.02_10:36:40;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;409
2018.04.02_10:36:40;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;450
2018.04.02_10:36:41;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;505
2018.04.02_10:36:41;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;492
2018.04.02_10:36:42;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;457
2018.04.02_10:36:42;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;543
2018.04.02_10:36:43;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;424
2018.04.02_10:36:43;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;453
2018.04.02_10:36:44;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;485
2018.04.02_10:36:44;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;490
2018.04.02_10:36:45;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;427
2018.04.02_10:36:45;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;426
2018.04.02_10:36:45;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;486
2018.04.02_10:36:46;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;425
2018.04.02_10:36:46;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;458
2018.04.02_10:36:47;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;466
2018.04.02_10:36:47;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;433
2018.04.02_10:36:48;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;618
2018.04.02_10:36:48;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;520
2018.04.02_10:36:49;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;417
2018.04.02_10:36:49;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;484
2018.04.02_10:36:50;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;480
2018.04.02_10:36:50;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;451
2018.04.02_10:36:51;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;414
2018.04.02_10:36:51;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;558
2018.04.02_10:36:52;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;445
2018.04.02_10:36:52;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;545
2018.04.02_10:36:53;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;596
2018.04.02_10:36:53;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;432
2018.04.02_10:36:54;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;418
2018.04.02_10:36:54;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;528
2018.04.02_10:36:55;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;419
2018.04.02_10:36:55;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;424
2018.04.02_10:36:56;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;544
2018.04.02_10:36:56;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;404
2018.04.02_10:36:56;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;443
2018.04.02_10:36:57;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;493
2018.04.02_10:36:57;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;451
2018.04.02_10:36:58;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;463
2018.04.02_10:36:58;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;497
2018.04.02_10:36:59;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;438
2018.04.02_10:36:59;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;459
2018.04.02_10:37:00;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;491
2018.04.02_10:37:00;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;506
2018.04.02_10:37:01;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;420
2018.04.02_10:37:01;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;500
2018.04.02_10:37:02;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;480
2018.04.02_10:37:02;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;432
2018.04.02_10:37:03;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;470
2018.04.02_10:37:03;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;483
2018.04.02_10:37:04;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;480
2018.04.02_10:37:04;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;428
2018.04.02_10:37:04;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;508
2018.04.02_10:37:05;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;452
2018.04.02_10:37:05;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;479
2018.04.02_10:37:06;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;465
2018.04.02_10:37:06;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;451
2018.04.02_10:37:07;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;498
2018.04.02_10:37:07;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;612
2018.04.02_10:37:08;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;485
2018.04.02_10:37:08;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;421
2018.04.02_10:37:09;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;524
2018.04.02_10:37:09;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;442
2018.04.02_10:37:10;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;575
2018.04.02_10:37:11;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;751
2018.04.02_10:37:11;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;537
2018.04.02_10:37:12;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;677
2018.04.02_10:37:12;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;421
2018.04.02_10:37:13;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;485
2018.04.02_10:37:13;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;537
2018.04.02_10:37:14;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;429
2018.04.02_10:37:14;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;426
2018.04.02_10:37:15;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;472
2018.04.02_10:37:15;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;496
2018.04.02_10:37:16;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;443
2018.04.02_10:37:16;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;485
2018.04.02_10:37:17;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;468
2018.04.02_10:37:17;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;405
2018.04.02_10:37:17;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;507
2018.04.02_10:37:18;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;503
2018.04.02_10:37:18;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;428
2018.04.02_10:37:19;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;418
2018.04.02_10:37:19;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;495
2018.04.02_10:37:20;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;408
2018.04.02_10:37:20;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;454
2018.04.02_10:37:21;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;525
2018.04.02_10:37:21;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;448
2018.04.02_10:37:22;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;505
2018.04.02_10:37:22;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;556
2018.04.02_10:37:23;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;468
2018.04.02_10:37:23;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;429
2018.04.02_10:37:24;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;505
2018.04.02_10:37:24;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;442
2018.04.02_10:37:25;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;437
2018.04.02_10:37:25;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;523
2018.04.02_10:37:25;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;458
2018.04.02_10:37:26;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;409
2018.04.02_10:37:26;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;594
2018.04.02_10:37:27;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;416
2018.04.02_10:37:27;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;448
2018.04.02_10:37:28;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;530
2018.04.02_10:37:28;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;425
2018.04.02_10:37:29;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;431
2018.04.02_10:37:29;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;500
2018.04.02_10:37:30;Egyedi: UPDATE Tanulok SET email="updatelt@gmail.com" WHERE 1;100000;427
